Slice_Type,SLA_Respected,QoS_Probability,Aggregated_QoS_Score,premium_intent_score,premium_intent_flow,is_best_effort_slice,iso_score,ae_score,ensemble_score,ensemble_anomaly,proxy_anomaly_label
0,0,0.2212470848157496,0.265487422205159,203.74999996475,1,0,0.8554053548575116,0.04238076129192391,0.4895442877529972,1,0
0,0,0.2337458530882671,0.2804859441321801,203.74999996475,1,0,0.85134020442624,0.04690761230719329,0.48934553797266905,1,0
0,0,0.2497536294616635,0.2996952757802557,203.74999996475,1,0,0.8541979031420089,0.04338863136551035,0.48933373084258464,1,0
4,0,0.1487810134934945,0.198053160286053,200.35034999975,1,1,0.887376843123883,0.0011933676062808802,0.4885942791409621,1,1
0,0,0.2484042519433946,0.298076022758333,203.74999996475,1,0,0.8431460125975933,0.05508068390458082,0.4885166146857377,1,0
0,0,0.1807163669547167,0.2168505607719195,203.74999996475,1,0,0.8664829782353686,0.024444584672686103,0.48756570113216147,1,0
0,0,0.2301850661543074,0.2762129998114284,203.74999996475,1,0,0.8505310579881431,0.04126972620652954,0.48636345868641706,1,0
0,0,0.2494011777560361,0.2992723337335028,203.74999996475,1,0,0.8544787687348245,0.0357440224430837,0.4860481329035412,1,0
4,0,0.2238950201635936,0.2845264853142232,200.35034999975,1,1,0.87697816729879,0.006147300946097684,0.4851042774400785,1,1
4,0,0.3739065284744755,0.4982494188948395,200.35034999975,1,1,0.8773856774714797,0.005551662213848596,0.48506037060554574,1,1
3,0,0.2495931675021023,0.3077092679587443,200.35034999975,1,0,0.8789205610766766,0.0019068291328981724,0.48426438170197633,1,0
0,0,0.2909895673621826,0.3325704145484302,200.35024999965,0,0,0.8721621597821895,0.007512899450806941,0.4830699926330674,1,0
0,0,0.2358934576953017,0.2830630696606216,203.74999996475,1,0,0.8451954764318039,0.03999249936743442,0.48285413675283767,1,0
4,0,0.3965927492690545,0.5345887255599439,200.35034999975,1,1,0.8765111673135676,0.0016678088198502394,0.4828316559913948,1,1
0,0,0.2498668545477277,0.2998311458835327,203.74999996475,1,0,0.8556688130191732,0.02669304739094686,0.48262971848647135,1,0
1,0,0.1895434098189941,0.2474731182305207,200.35034999975,1,0,0.8753169867988366,0.0009477696426903185,0.48185083907857085,1,0
0,0,0.2388663368200965,0.2866305246103753,203.74999996475,1,0,0.8542364411550427,0.026189724248135864,0.4816154185469346,1,0
0,0,0.3644813524429232,0.3910600521663746,200.35024999965,0,0,0.8464470485200964,0.0355776220305385,0.4815558065997954,1,0
4,0,0.3683800230488263,0.489422144203339,200.35034999975,1,1,0.8713904634969935,0.002089884539850074,0.48020520296627894,1,1
0,0,0.2449849053322208,0.2939728068249245,203.74999996475,1,0,0.8264306919944314,0.05700375175394599,0.48018856888621303,1,0
0,0,0.2772616964611665,0.3217577709700883,200.35024999965,0,0,0.8684053725251234,0.005457557659528742,0.48007885583560583,1,0
0,0,0.2469269305744135,0.2963032371155557,203.74999996475,1,0,0.8195660086416023,0.06458466927094347,0.4798244059248059,1,0
0,0,0.2497983811633781,0.2997489778223133,203.74999996475,1,0,0.8578755657972388,0.01700784189078054,0.4794850900393326,1,0
0,0,0.2175020452999568,0.2609933747862077,203.74999996475,1,0,0.8425528801364902,0.034730159139225725,0.47903265568772124,1,0
0,0,0.2426645683608002,0.2911884024592198,203.74999996475,1,0,0.8310311483681142,0.04818627020496207,0.4787509531946958,1,0
0,0,0.2480874435031503,0.2976958526300399,203.74999996475,1,0,0.834476250877299,0.04386837682050587,0.47870270755174216,1,0
1,0,0.2411954210705971,0.3158150764618576,200.35034999975,1,0,0.8592989073579212,0.013381523164199733,0.47863608447074657,1,0
0,0,0.1891065672372589,0.2269188011109701,203.74999996475,1,0,0.8513260811907944,0.02227247917838637,0.47825196028521083,1,0
0,0,0.1752295454663677,0.2102663749859008,203.74999996475,1,0,0.8519714149953429,0.02117528889856798,0.47811315825179423,1,0
1,0,0.2927054828546614,0.3683387369426842,200.35034999975,1,0,0.8641717146991996,0.006053656313211558,0.47801858842550504,1,0
0,0,0.2497757709636555,0.2997218455826461,203.74999996475,1,0,0.8485279824464166,0.02514689304322373,0.4780064922149799,1,0
0,0,0.1953936486544061,0.2186881534773372,200.35024999965,0,0,0.8645169000046932,0.00441195286383373,0.47746967379130645,1,0
1,0,0.2706936247864876,0.3332460690095031,200.35034999975,1,0,0.8622956416111325,0.005149543630340966,0.4765798975197763,1,0
0,0,0.2737760771991098,0.3188517998799308,200.35024999965,0,0,0.8446328962537415,0.026241886250155562,0.47635694175212784,1,0
0,0,0.2461916446366594,0.2954208939902508,203.74999996475,1,0,0.8103852103451459,0.06746170753642017,0.4760696340812194,1,0
0,0,0.1902097650546057,0.2282426384917863,203.74999996475,1,0,0.8407736217912858,0.028710019922483825,0.47534500095032495,1,0
0,0,0.2244793315165685,0.2693661182461417,203.74999996475,1,0,0.8372238823441222,0.03284476129136648,0.47525327787038213,1,0
0,0,0.245750791279144,0.2948918699612324,203.74999996475,1,0,0.8137465228447907,0.061433776203375284,0.4752057868561538,1,0
0,0,0.3277310650323857,0.3576559498345224,200.35024999965,0,0,0.84143119810149,0.027107269350775696,0.4749854301636686,1,0
0,0,0.2343885315968885,0.2812571583425257,203.74999996475,1,0,0.8299504204773119,0.04041088448851897,0.4746576292823551,1,0
0,0,0.2449250564176948,0.2939009881274933,203.74999996475,1,0,0.8113631112959604,0.06261541203250451,0.47442664662740525,1,0
4,0,0.3950398916778831,0.5424731115503282,200.35034999975,1,1,0.8552223800002522,0.00888720956508577,0.4743715533044274,1,1
0,0,0.2482315519864694,0.2879420210506777,200.35024999965,0,0,0.8561431468754441,0.007545053076011157,0.4742740046656993,1,0
0,0,0.2340199706499775,0.2808148852062326,203.74999996475,1,0,0.827942225166115,0.04048411366446109,0.4735860749903708,1,0
0,0,0.2962970389044312,0.3369476140925426,200.35024999965,0,0,0.8564856835865472,0.005495263340519276,0.47353999447583467,1,0
4,0,0.3626425956318652,0.480345331529146,200.35034999975,1,1,0.8450861071327785,0.01911958318202633,0.4734011713549401,1,1
0,0,0.4020048457172088,0.4148539065183043,200.35024999965,0,0,0.8426860983259657,0.022023152460728963,0.47338777268660925,1,0
3,0,0.2721124696859078,0.3354493007709012,200.35034999975,1,0,0.8490786314434352,0.013998424117675044,0.4732925381468432,1,0
0,0,0.2383591975100505,0.2860219574383201,203.74999996475,1,0,0.825564891135714,0.041432333164852564,0.47270524004882636,1,0
0,0,0.249746816721951,0.2996871004926008,203.74999996475,1,0,0.8308097287471109,0.03371885285565645,0.47211883459595644,1,0
3,0,0.3690267598915939,0.4897083145221318,200.35034999975,1,0,0.8481869326274117,0.01241506440411995,0.4720895919269305,1,0
0,0,0.2465335610909922,0.2958311937354502,203.74999996475,1,0,0.8240837086605999,0.04155991652008651,0.4719480021973689,1,0
1,0,0.1480486540785253,0.1907414695837916,200.35034999975,1,0,0.8561623790294727,0.000799744062169336,0.47124919329418624,1,0
4,0,0.220924229133603,0.2747759396386391,200.35034999975,1,1,0.8487525669707645,0.009767125732999236,0.47120911841377017,1,1
0,0,0.2499391233900292,0.2999178684942946,203.74999996475,1,0,0.8429693506391637,0.016319688152830174,0.47097700252031366,1,0
0,0,0.2225317850717189,0.2670290625123222,203.74999996475,1,0,0.831642008772009,0.02992878039412629,0.47087105600196183,1,0
0,0,0.2388020376731197,0.2865533656340032,203.74999996475,1,0,0.8198624660037795,0.04422664382418399,0.4708263460229616,1,0
0,0,0.3190963677091509,0.3548759034006674,200.35024999965,0,0,0.8484256998134508,0.009203652326189088,0.4707757784441831,1,0
0,0,0.2396896100188073,0.2876184524488283,203.74999996475,1,0,0.8394839418068355,0.01966528950143532,0.4705655482694055,1,0
0,0,0.2712976568643203,0.3169699680207105,200.35024999965,0,0,0.8388632513627986,0.020385900815447004,0.4705484436164904,1,0
0,0,0.247404221062556,0.2968759857013267,203.74999996475,1,0,0.8082110995066262,0.05698360683638096,0.4701587278050159,1,0
0,0,0.339207454363251,0.3695035866387116,200.35024999965,0,0,0.8447620947916883,0.011521184898972667,0.4698036853399663,1,0
1,0,0.266006150857668,0.3264670408689426,200.35034999975,1,0,0.8532474970058622,0.00028204254769483575,0.46941304249968696,1,0
0,0,0.2324559006193881,0.2789380011695253,203.74999996475,1,0,0.8187333691376936,0.04225574796876973,0.46931843961167785,1,0
0,0,0.2487785601123982,0.2985251925611373,203.74999996475,1,0,0.822240505256261,0.03792248120971969,0.4692973944353175,1,0
0,0,0.2323710708287815,0.2788362054207974,203.74999996475,1,0,0.8103860748405542,0.05168962019630733,0.46897267025064315,1,0
0,0,0.2476187083925999,0.2971333704973795,203.74999996475,1,0,0.8025762841568105,0.060978906835543585,0.4688574643622404,1,0
0,0,0.2418738580549406,0.2902395500921882,203.74999996475,1,0,0.8159796274621008,0.044592387031103416,0.468855369268152,1,0
0,0,0.2224178212927895,0.2546666673852643,200.35024999965,0,0,0.8472791110253229,0.006264614368679559,0.46882258752983347,1,0
0,0,0.2495230227688487,0.299418547748878,203.74999996475,1,0,0.8243132419704688,0.03412520089351252,0.4687286234858385,1,0
0,0,0.2740797830553309,0.3188220521043197,200.35024999965,0,0,0.8411178209528034,0.013390502492058138,0.46864052764546804,1,0
0,0,0.2253102457593441,0.2606185699772831,200.35024999965,0,0,0.8387862703475423,0.01572940022496233,0.46841067879238135,1,0
0,0,0.2294396704013473,0.2753185249078763,203.74999996475,1,0,0.8279173475093755,0.028556421217714192,0.46820493067812796,1,0
0,0,0.3711112576490787,0.3963029575385584,200.35024999965,0,0,0.8399535625860928,0.013636971340252069,0.46811109652546445,1,0
0,0,0.1804568834114226,0.2165391805199666,203.74999996475,1,0,0.8344850018277252,0.019739126283370614,0.4678493578327657,1,0
3,0,0.3802955293699889,0.508558351471006,200.35034999975,1,0,0.8479163225673424,0.0024294413893532624,0.46744722603724737,1,0
0,0,0.2003646325719088,0.24042847951255,203.74999996475,1,0,0.8344120423738416,0.017964019789059704,0.4670104322106898,1,0
0,0,0.3210107257696415,0.3502579773843028,200.35024999965,0,0,0.842105109738629,0.008103563703147488,0.4668044140226624,1,0
0,0,0.3301794370417074,0.3640927847794308,200.35024999965,0,0,0.8466797137300553,0.002308695290952704,0.4667127554324592,1,0
0,0,0.3632202715060914,0.3840938939549307,200.35024999965,0,0,0.8439487495764593,0.005231269473840276,0.46652588353028074,1,0
0,0,0.2156270364829678,0.258743364205821,203.74999996475,1,0,0.8258671846296559,0.02704221582059458,0.4663959486655783,1,0
1,0,0.2356101264279376,0.2958072132015804,200.35034999975,1,0,0.845863627389145,0.0021678815121173177,0.4662005417444826,1,0
4,0,0.4219407064815045,0.5775197113956717,200.35034999975,1,1,0.8465269975016722,0.0009696640751799329,0.4660261974597507,1,1
0,0,0.2245871154044694,0.2694954589116228,203.74999996475,1,0,0.8172875679105862,0.0364382925966419,0.4659053940193113,1,0
4,0,0.1364679615497575,0.1846874988493134,200.35034999975,1,1,0.845592237860201,0.0018307769438485227,0.4658995804478424,1,1
0,0,0.248499488474798,0.2981903065960172,203.74999996475,1,0,0.8027702089117468,0.05382657951149782,0.46574557568163477,1,0
0,0,0.249048388980808,0.2988489872032291,203.74999996475,1,0,0.8182784708471145,0.034830630066856307,0.46572694249599833,1,0
0,0,0.2496039925793635,0.2995157115214957,203.74999996475,1,0,0.8109425632803008,0.043590185808489244,0.4656339934179856,1,0
0,0,0.2540683285933549,0.2989935912980023,200.35024999965,0,0,0.8304633162688044,0.01965561690137168,0.46559985155345973,1,0
0,0,0.2308092391591786,0.2769620074172738,203.74999996475,1,0,0.8071783783754155,0.04811394472104111,0.4655993832309471,1,0
0,0,0.2374962422197472,0.2849864110899561,203.74999996475,1,0,0.8156388027844936,0.037347915217273035,0.46540790337924437,1,0
0,0,0.2632888166481498,0.3100451509235274,200.35024999965,0,0,0.802181482424115,0.05376447046257908,0.4653938270414239,1,0
2,0,0.3859136677203176,0.5176454699891436,200.25034999975,0,0,0.8441087043617681,0.001885448184291395,0.46510823908190363,1,0
0,0,0.2439477554471673,0.2927282269628602,203.74999996475,1,0,0.8127649162650764,0.0400064381887651,0.4650236011307364,1,0
0,0,0.2492465164506803,0.2990867401670759,203.74999996475,1,0,0.8178757753258012,0.032860730068056385,0.46461900495981606,1,0
0,0,0.3531571502571227,0.3822553667274646,200.35024999965,0,0,0.8367001872751598,0.009438602700033992,0.4644324742163532,1,0
2,0,0.1546236916433731,0.2084233406195654,200.25034999975,0,0,0.8396317080915613,0.004213452443706985,0.4636934930500269,1,0
0,0,0.526853651241468,0.4472805793742482,200.35024999965,0,0,0.829982632120202,0.015392635636049697,0.4634171337023335,1,0
0,0,0.2374005079922329,0.257324898121913,200.35024999965,0,0,0.8375138674413263,0.006115935598832511,0.4633847981122041,1,0
0,0,0.2334298530745464,0.2598453608514212,200.35024999965,0,0,0.8384444672273849,0.004897535982247153,0.46334834816707293,1,0
0,0,0.1885152978360852,0.2262092778295617,203.74999996475,1,0,0.8243606018695215,0.019233680040235714,0.46205348704634297,1,0
4,0,0.1962424766866414,0.266213307687316,200.35034999975,1,1,0.8393469048819036,0.0008549104429619547,0.46202550738437986,1,1
0,0,0.3506848903151824,0.3795214498570438,200.35024999965,0,0,0.8353865314459591,0.005604647466050196,0.4619846836550001,1,0
0,0,0.2422074213314789,0.2583465745658441,200.35024999965,0,0,0.8360415054870154,0.0034141490849549385,0.46135919510608825,1,0
3,0,0.374456033849682,0.499244596940955,200.35034999975,1,0,0.8376412689134457,0.0014082945637083942,0.46133643045606393,1,0
2,0,0.2614211443080131,0.3184343411267752,200.25034999975,0,0,0.8376849242017665,0.0013237439860190525,0.4613223931046802,1,0
0,0,0.2494837346333806,0.2993714019863162,203.74999996475,1,0,0.8184010939348769,0.023920514609186417,0.4608848332383162,1,0
4,0,0.2421318212982123,0.3007435109319024,200.35034999975,1,1,0.8369221001687104,0.001065374048969813,0.46078657341482715,1,1
0,0,0.2496299136125562,0.299546816761327,203.74999996475,1,0,0.8216183240314116,0.019692261846073703,0.4607515960480096,1,0
4,0,0.396705213640245,0.5349421700756135,200.35034999975,1,1,0.8295998704314499,0.008785647164329282,0.4602334699612457,1,1
0,0,0.3310249891890121,0.3647447487364253,200.35024999965,0,0,0.8335021617020197,0.0023334191761802793,0.45947622756539197,1,0
0,0,0.2636469645086991,0.3100634173587733,200.35024999965,0,0,0.8078731791716692,0.03341423512028549,0.45936665434854657,1,0
0,0,0.247659770043843,0.2971826444788711,203.74999996475,1,0,0.7933123516095554,0.051175365287674,0.4593507077647088,1,0
4,0,0.3829541052636173,0.5128185335399847,200.35034999975,1,1,0.8345090682264481,0.0005931898873183434,0.45924692297383973,1,1
0,0,0.2368339370412554,0.284191644875766,203.74999996475,1,0,0.7503597082406841,0.10313583727341209,0.4591089663054117,1,0
0,0,0.2484580474700778,0.2981405773903529,203.74999996475,1,0,0.811712952976101,0.028139368361364343,0.45910483989946954,1,0
0,0,0.3312976229370271,0.3648490343106023,200.35024999965,0,0,0.8290235803918863,0.006699143417943636,0.4589775837536121,1,0
0,0,0.2460361887329408,0.2952343469057885,203.74999996475,1,0,0.7878463146409501,0.056773312490062094,0.45886346367305053,1,0
0,0,0.3764062306222867,0.4002077356636017,200.35024999965,0,0,0.8314091669333574,0.0034462856119176063,0.45882587033870953,1,0
1,0,0.2492479403748834,0.307831147564303,200.35034999975,1,0,0.8314639555606274,0.0024281290482881736,0.4583978336300748,1,0
0,0,0.2487845339966149,0.2985323612221974,203.74999996475,1,0,0.8052974525865655,0.033897558183746304,0.4581675001052969,1,0
4,0,0.2649371467337416,0.3241257756107696,200.35034999975,1,1,0.8294926693310413,0.00380603681251015,0.4579336846977023,1,1
0,0,0.249347783294228,0.2992082603793331,203.74999996475,1,0,0.8069394533316467,0.030697122120395146,0.4576304042865836,1,0
0,0,0.3010525560310607,0.3407112360589253,200.35024999965,0,0,0.8274271799115822,0.005643949752068116,0.4576247263398009,1,0
0,0,0.2433734527391251,0.2920390637132097,203.74999996475,1,0,0.8025258426495633,0.03605593046628533,0.4576143821670882,1,0
0,0,0.2466085461307628,0.2959211757831749,203.74999996475,1,0,0.7896424193635199,0.05157055529452434,0.45751008053247194,1,0
0,0,0.2247780438366666,0.2697245730302594,203.74999996475,1,0,0.8112257479601974,0.025065496904504492,0.45745363498513564,1,0
4,0,0.3651150012125272,0.4842019010231519,200.35034999975,1,1,0.8302781802123502,0.000931314266674091,0.457072090536796,1,1
0,0,0.2456770821691788,0.2948034190292742,203.74999996475,1,0,0.7918561448659456,0.047781026819979956,0.45702234174526113,1,0
3,0,0.2741173237418761,0.3385788961697232,200.35034999975,1,0,0.8299401237487839,0.0011684428459792437,0.45699286734252187,1,0
0,0,0.2754593531619375,0.3190637290285205,200.35024999965,0,0,0.8229490476478029,0.00854635734709938,0.45646783701248633,1,0
0,0,0.2358697359966023,0.2695841488255331,200.35024999965,0,0,0.8258849691835289,0.0047382291372376345,0.4563689361626979,1,0
4,0,0.2016773831395323,0.2675623577322418,200.35034999975,1,1,0.8286722417742134,0.0011233653839664971,0.4562752473986023,1,1
0,0,0.2403587290815513,0.2884213953241211,203.74999996475,1,0,0.7891124088285568,0.04934865143454587,0.4562187180012519,1,0
0,0,0.2303504483044813,0.276411458391637,203.74999996475,1,0,0.7974453236877216,0.03864559434771106,0.45598544548471687,1,0
0,0,0.2311607977971047,0.2773838777827852,203.74999996475,1,0,0.8013854313722013,0.033791387788572866,0.4559681117595686,1,0
0,0,0.2492883275657989,0.2991369135052182,203.74999996475,1,0,0.8059186445329625,0.02677443002519631,0.45530374800446777,1,0
0,0,0.2070534255898663,0.248455031134099,203.74999996475,1,0,0.8106756050566524,0.020658941770513348,0.45516810657788986,1,0
4,0,0.3930465695494242,0.5344714554448522,200.35034999975,1,1,0.8213825954039035,0.005745370142079722,0.4543458440360828,1,1
4,0,0.3218823602569818,0.4150014169344184,200.35034999975,1,1,0.815494860522734,0.012713857996994347,0.4542434093861512,1,1
0,0,0.3738907585984198,0.3977976299224561,200.35024999965,0,0,0.822712465771774,0.0036355597928803235,0.4541278580812719,1,0
0,0,0.2475345652888293,0.2970323987728547,203.74999996475,1,0,0.8119841633755274,0.016612969685793476,0.4540671262151471,1,0
4,0,0.3103258035386066,0.396528796491734,200.35034999975,1,1,0.8247956044366876,0.0007234104460597744,0.45396311714090515,1,1
0,0,0.2449899513113099,0.2706936996611547,200.35024999965,0,0,0.8170827727665922,0.010055742085792784,0.4539206089602325,1,0
4,0,0.2880021919963105,0.3608715540302636,200.35034999975,1,1,0.8113461389425994,0.016234845789026384,0.4535460570234916,1,1
0,0,0.2483404463100265,0.2979994559982913,203.74999996475,1,0,0.7841866920031599,0.04912771010160467,0.4534101501474601,1,0
0,0,0.2465593161981842,0.2958620998640806,203.74999996475,1,0,0.7890598524135345,0.04269315807190323,0.4531948399598005,1,0
0,0,0.2607713421450487,0.2884194234301332,200.35024999965,0,0,0.8212022791773315,0.003270308447751746,0.4531328923490206,1,0
