Packet Loss Budget,Latency Budget (μs),Jitter Budget (μs),Data Rate Budget (Gbps),Required Mobility,Required Connectivity,Slice Available Transfer Rate (Gbps),Slice Latency (μs),Slice Packet Loss,Slice Jitter (μs),Slice Type,Slice Handover,Latency_Gap,Packet_Loss_Gap,Jitter_Gap,SLA_Respected,Rate_Gap,Latency_Score,Packet_Loss_Score,Jitter_Score,Rate_Score,QoS_Probability,Efficiency_Index,Latency_Stress_Ratio,Mobility_Jitter_Impact,Bandwidth_Usage_Ratio,Aggregated_QoS_Score,Latency_Gap_Calc,Packet_Loss_Gap_Calc,Jitter_Gap_Calc,Rate_Gap_Calc,congestion_class
0.0,1000.0,1.0,1000.0,0,1,1415.6644461710086,544.8903134619537,0.0,0.2799873380866125,4,0,455.1096865380463,0.0,0.7200126619133875,0,415.6644461710087,0.611853418646895,0.5,0.6726098051427681,0.6024453258662776,0.5967271374139851,1415664446171.0083,0.4551096865375911,0.0,1.415664446169593,0.6099969262471949,455.1096865380463,0.0,0.7200126619133875,415.66444617100865,1
1e-07,0.1,1.0,1000.0,0,0,4025.371095436612,1874.006369052556,0.0003224736238303,1311.6073494355776,0,1,-1873.906369052556,-0.0003223736238303,-1310.6073494355776,0,3025.371095436612,4.53978687024344e-05,4.53978687024344e-05,4.53978687024344e-05,0.953707236678454,0.2384608575711403,6661.018846469708,-18739.063503134927,0.0,4.025371095432587,0.2861439495116279,-1873.906369052556,-0.0003223736238303,-1310.6073494355776,3025.371095436612,2
1e-05,1000.0,1.0,1000.0,0,1,1019.8695322524457,808.3861246321518,2.525809061150509e-06,0.4689641115989557,3,1,191.6138753678482,7.474190938849492e-06,0.5310358884010443,0,19.86953225244565,0.5477574368310718,0.678599773261576,0.6297246839433761,0.5049672196433542,0.5902622784198446,499487.9754923589,0.1916138753676566,0.0,1.0198695322514255,0.5643980547402678,191.6138753678482,7.474190938849492e-06,0.5310358884010443,19.86953225244565,1
1e-05,1000.0,1.0,1000.0,0,0,1067.8151895283547,599.5043197867057,6.893660393356522e-06,0.5950875860079657,2,1,400.4956802132944,3.106339606643479e-06,0.4049124139920342,0,67.81518952835472,0.5988067467821883,0.5770324154488168,0.599867345986612,0.5169473029673045,0.5731634527962304,258376.9621753432,0.4004956802128938,0.0,1.067815189527287,0.5722836003452708,400.49568021329435,3.106339606643479e-06,0.40491241399203426,67.81518952835472,1
1e-06,1000.0,1.0,1000.0,1,0,1001.934912972246,674.7308825223253,6.588569220383761e-07,0.8274338774794096,1,1,325.26911747767474,3.411430779616239e-07,0.1725661225205904,1,1.9349129722461385,0.5806078369871756,0.5843853921187095,0.543034788899871,0.5004837280921425,0.5521279365244747,2253807.562450557,0.3252691174773495,0.8274338774794096,1.0019349129712445,0.5494337502143581,325.26911747767474,3.411430779616239e-07,0.17256612252059045,1.9349129722460248,1
1e-07,0.1,1.0,1000.0,0,0,1343.7845099712586,0.059412379330663,3.954885648965209e-08,0.2513799900446318,0,1,0.0405876206693369,6.04511435103479e-08,0.7486200099553681,0,343.78450997125856,0.6000986586291547,0.6453190455802194,0.6788779317685978,0.5851095317430217,0.6273512919302484,401166628102.0901,0.4058762026346075,0.0,1.3437845099699148,0.6158798138863099,0.04058762066933701,6.04511435103479e-08,0.7486200099553681,343.78450997125856,0
1e-05,1000.0,1.0,1000.0,0,0,1045.8574176160175,588.9062329600843,5.572301881472219e-06,0.7379156467294521,2,1,411.09376703991575,4.427698118527782e-06,0.2620843532705479,0,45.85741761601753,0.6013501146455325,0.6089082802300747,0.565148602733982,0.5114623457911829,0.571717335850193,318706.9698588325,0.4110937670395047,0.0,1.0458574176149718,0.5678992981653718,411.09376703991575,4.427698118527782e-06,0.2620843532705479,45.85741761601753,1
1e-05,1000.0,1.0,1000.0,0,1,1061.259622847205,616.4888006204693,8.93897875344242e-06,0.6890212643482269,3,1,383.5111993795307,1.0610212465575805e-06,0.3109787356517731,0,61.25962284720504,0.5947196816219543,0.5264980296888583,0.5771241413316869,0.51531011810173,0.5534129926860574,192578.79543872512,0.3835111993791472,0.0,1.0612596228461435,0.5605555393145238,383.5111993795307,1.0610212465575805e-06,0.31097873565177314,61.25962284720504,1
1e-05,1000.0,1.0,1000.0,0,0,6269.742392398339,2299.5537803493567,0.0005931054868416,1902.6516045369044,2,1,-1299.5537803493569,-0.0005831054868416,-1901.6516045369044,0,5269.742392398339,0.2142401245725334,4.53978687024344e-05,4.53978687024344e-05,0.9948813990959936,0.302303079851483,4596.996616557158,-1.299553780348057,0.0,6.269742392392069,0.3841740889184222,-1299.5537803493567,-0.0005831054868416,-1901.6516045369044,5269.742392398339,2
1e-07,0.1,1.0,1000.0,0,0,1339.9851304378578,0.0523541129504538,5.85301272293424e-08,0.7196868837402096,0,1,0.0476458870495462,4.1469872770657593e-08,0.2803131162597904,1,339.98513043785783,0.6169113395491995,0.6012300125767186,0.569622986820941,0.5841869109363805,0.5929878124708099,329696989379.2632,0.4764588657308733,0.0,1.3399851304365178,0.5960682077224542,0.047645887049546205,4.1469872770657593e-08,0.2803131162597904,339.98513043785783,1
1e-09,1000.0,1.0,1000.0,1,0,1316.6187055057828,608.603221810794,3.8591644512014517e-10,0.2389165876509381,1,1,391.396778189206,6.140835548798547e-10,0.7610834123490618,0,316.6187055057828,0.5966188999410806,0.5761630288208668,0.681588907940606,0.5784999844708624,0.608217705293354,5581967825.494726,0.3913967781888146,0.2389165876509381,1.3166187055044662,0.6061316397878989,391.396778189206,6.140835548798549e-10,0.761083412349062,316.6187055057828,0
1e-05,1000.0,1.0,1000.0,0,0,1448.466951123355,636.8846944452052,6.291672193372858e-06,0.6231108452206564,2,1,363.1153055547948,3.708327806627143e-06,0.3768891547793436,0,448.4669511233553,0.5897943519475772,0.5916512338680631,0.593122586238017,0.6102746760794994,0.5962107120332891,361477.7605538569,0.3631153055544316,0.0,1.4484669511219068,0.5967897842372905,363.11530555479476,3.708327806627143e-06,0.3768891547793436,448.4669511233551,1
0.0,1000.0,1.0,1000.0,0,1,1407.408252515225,555.1726363785418,0.0,0.1814551256424431,4,0,444.8273636214582,0.0,0.818544874357557,0,407.40825251522506,0.6094086918124798,0.5,0.6939273698762426,0.6004662639090758,0.6009505813994496,1407408252515.2249,0.4448273636210133,0.0,1.4074082525138176,0.6126888298729632,444.8273636214582,0.0,0.818544874357557,407.40825251522506,0
1e-06,1.0,1000.0,1000.0,0,0,3939.201290168592,2111.3369883175847,0.000423195561748,2294.9201417765703,0,1,-2110.3369883175847,-0.000422195561748,-1294.9201417765703,0,2939.201290168592,4.53978687024344e-05,4.53978687024344e-05,0.2150211901015359,0.949750622569928,0.2912156521022171,4408.689495277473,-2110.336986207248,0.0,3.939201290164653,0.3279521237256368,-2110.3369883175847,-0.000422195561748,-1294.9201417765703,2939.201290168592,2
0.0,1000.0,1.0,1000.0,0,1,1045.2267255689603,938.6519537969664,0.0,0.7181715036327737,4,0,61.34804620303362,0.0,0.2818284963672263,0,45.22672556896032,0.5153322031843651,0.5,0.5699944469919684,0.5113047545090907,0.524157851171356,1045226725568.9602,0.0613480462029722,0.0,1.045226725567915,0.5235231970248669,61.34804620303362,0.0,0.2818284963672263,45.22672556896032,1
1e-09,1000.0,1.0,1000.0,1,0,1118.2060398755489,699.2866593211431,6.76968541330224e-10,0.1824076602408955,1,1,300.71334067885687,3.230314586697761e-10,0.8175923397591045,1,118.20603987554888,0.5746168896025083,0.5402913791822623,0.6937250216181318,0.5295171485273563,0.5845376097325647,2357119858.995381,0.3007133406785561,0.1824076602408955,1.118206039874431,0.5814760426410629,300.71334067885687,3.230314586697761e-10,0.8175923397591045,118.20603987554887,1
0.0,1000.0,1.0,1000.0,0,1,1290.4742668945614,692.4598999709652,0.0,0.6297526341457851,4,0,307.5401000290348,0.0,0.3702473658542149,0,290.4742668945614,0.5762847141739912,0.5,0.5915187493020934,0.5721122373529925,0.5599789252072693,1290474266894.5613,0.3075401000287272,0.0,1.290474266893271,0.5704513067359129,307.54010002903476,0.0,0.3702473658542149,290.4742668945614,1
1e-05,1000.0,1.0,1000.0,0,1,1176.5606596936657,790.3189911357715,8.689660567511161e-06,0.4948290988717683,3,1,209.6810088642285,1.3103394324888395e-06,0.5051709011282317,1,176.56065969366568,0.5522290332720867,0.532708433003424,0.6236737403435055,0.544025853694927,0.5631592650784858,171320.38004204427,0.2096810088640188,0.0,1.1765606596924891,0.5621049607863562,209.6810088642285,1.3103394324888395e-06,0.5051709011282317,176.56065969366568,1
0.0,1000.0,1.0,1000.0,0,1,6102.301401883116,2726.9662521191863,0.0003330870143093,1661.3339768373412,4,0,-1726.9662521191865,-0.0003330870143093,-1660.3339768373412,0,5102.301401883116,0.1509760408337883,4.53978687024344e-05,4.53978687024344e-05,0.9939540442913511,0.2862552202156361,6718.250433641916,-1.7269662521174594,0.0,6.102301401877014,0.3585902489815314,-1726.9662521191863,-0.0003330870143093,-1660.3339768373412,5102.301401883116,3
1e-06,1.0,1000.0,1000.0,0,0,5998.976953800027,1718.091085699444,0.0004866941425054,1097.6342190961432,0,1,-1717.091085699444,-0.0004856941425053,-97.63421909614316,0,4998.976953800027,4.53978687024344e-05,4.53978687024344e-05,0.4756108161861032,0.9933003443729912,0.3672504890741248,7174.223282851033,-1717.0910839823528,0.0,5.9989769537940285,0.3931349654834692,-1717.091085699444,-0.00048569414250539995,-97.63421909614317,4998.976953800027,1
1e-05,1000.0,1.0,1000.0,0,1,2744.9195646830044,1362.3175446661485,0.0005270276522962,1865.9378316580887,3,1,-362.3175446661485,-0.0005170276522962,-1864.9378316580887,0,1744.9195646830044,0.410398669724842,4.53978687024344e-05,4.53978687024344e-05,0.8513108641467191,0.3154500824022415,3823.119471351259,-0.3623175446657861,0.0,2.7449195646802598,0.4195663464945632,-362.3175446661485,-0.0005170276522962,-1864.9378316580887,1744.9195646830044,1
1e-09,1000.0,1.0,1000.0,1,0,1299.104275063714,618.4397479726524,8.363017068562841e-10,0.6318413390575047,1,1,381.5602520273476,1.6369829314371584e-10,0.3681586609424953,1,299.1042750637141,0.5942493615659199,0.5204508707370047,0.5910139710940053,0.57422353481884,0.5699844345539424,2506944649.9912105,0.381560252026966,0.6318413390575047,1.299104275062415,0.5802146863645216,381.5602520273476,1.6369829314371594e-10,0.3681586609424953,299.1042750637141,1
1e-06,1.0,1000.0,1000.0,0,0,1481.2902226367014,0.649893448135229,5.235245246228429e-07,536.1512136430916,0,1,0.350106551864771,4.764754753771571e-07,463.8487863569084,0,481.2902226367014,0.5866434171435804,0.6168027653226498,0.613926817148222,0.6180524957359823,0.6088563738376086,4340966004.761663,0.3501065515146644,0.0,1.48129022263522,0.6045387555401361,0.350106551864771,4.764754753771571e-07,463.84878635690836,481.2902226367014,0
1e-05,1000.0,1.0,1000.0,0,0,1358.6828484995808,1918.62083202208,0.0004478557538451,1622.3640737857536,2,1,-918.62083202208,-0.000437855753845,-1621.3640737857536,0,358.6828484995808,0.2852389926043442,4.53978687024344e-05,4.53978687024344e-05,0.5887215514701813,0.2185128349529826,1581.2144653050057,-0.9186208320211616,0.0,1.358682848498222,0.2907256818434028,-918.6208320220801,-0.00043785575384509997,-1621.3640737857536,358.6828484995808,2
0.0,1000.0,1.0,1000.0,0,1,1043.400799478884,945.3805776323694,0.0,0.4557300913381565,4,0,54.61942236763059,0.0,0.5442699086618434,0,43.40079947888398,0.5136514619147082,0.5,0.632805146946381,0.5108484970441737,0.5393262764763157,1043400799478.884,0.0546194223675759,0.0,1.0434007994778407,0.5352761632684117,54.61942236763059,0.0,0.5442699086618434,43.40079947888398,1
1e-09,1000.0,1.0,1000.0,1,0,1242.7319244700082,807.5561337146245,3.5935637368843966e-10,0.3584855104568766,1,1,192.44386628537552,6.406436263115603e-10,0.6415144895431234,1,242.73192447000812,0.5479630333784794,0.5794026784781623,0.6550957326074399,0.5603867788787358,0.5857120558357043,4267616863.549996,0.1924438662851831,0.3584855104568766,1.2427319244687651,0.5762606613843168,192.44386628537552,6.406436263115604e-10,0.6415144895431234,242.73192447000815,1
1e-05,1000.0,1.0,1000.0,0,0,2526.354905112078,2773.973382998885,0.0004292529260263,3642.3390977700087,2,1,-1773.973382998885,-0.0004192529260262,-3641.3390977700087,0,1526.354905112078,0.1450488955821315,4.53978687024344e-05,4.53978687024344e-05,0.8214723672066329,0.2416530146315423,2121.674743152683,-1.773973382997111,0.0,2.526354905109552,0.3044748877554531,-1773.973382998885,-0.00041925292602629997,-3641.3390977700087,1526.354905112078,3
1e-09,1000.0,1.0,1000.0,1,0,1358.8775194428558,832.5353382698213,4.0343717262047087e-10,0.4568712160708216,1,1,167.4646617301787,5.965628273795292e-10,0.5431287839291784,1,358.8775194428558,0.5417685963807882,0.5740223404515447,0.6325399518558599,0.5887686860367701,0.5842748936812407,4033765295.120663,0.1674646617300112,0.4568712160708216,1.358877519441497,0.5772482687796727,167.4646617301787,5.965628273795292e-10,0.5431287839291784,358.8775194428558,1
1e-05,1000.0,1.0,1000.0,0,1,1324.611559071824,679.0815609784895,4.241703609271345e-06,0.369585666853829,3,1,320.9184390215105,5.758296390728656e-06,0.630414333146171,0,324.6115590718241,0.5795480664546213,0.6400939787000282,0.6525834048959755,0.580447711471006,0.6131682903804078,459860.527075766,0.3209184390211896,0.0,1.3246115590704994,0.6004796188723482,320.9184390215105,5.758296390728656e-06,0.630414333146171,324.6115590718241,0
1e-05,1000.0,1.0,1000.0,0,0,1093.022808085803,620.1274916165195,5.635557766496401e-06,0.106486789547176,2,1,379.8725083834805,4.3644422335036e-06,0.8935132104528241,0,93.02280808580304,0.5938423531384022,0.6074010283862946,0.7096146432747068,0.5232389467503014,0.6085242428874262,312760.0035362024,0.3798725083831006,0.0,1.09302280808471,0.5971716567740222,379.8725083834805,4.3644422335035995e-06,0.8935132104528241,93.02280808580304,0
0.0,1000.0,1.0,1000.0,0,1,1062.3534466620572,516.8809760282604,0.0,0.3556428664313946,4,0,483.1190239717396,0.0,0.6443571335686054,1,62.3534466620572,0.6184841158731673,0.5,0.6557377312250297,0.5155833130611333,0.5724512900398325,1062353446662.0573,0.4831190239712564,0.0,1.062353446660995,0.5832161865126129,483.1190239717396,0.0,0.6443571335686054,62.353446662057195,1
1e-06,1.0,1000.0,1000.0,0,0,1324.0497091824218,0.9365127192188852,5.927292605205519e-07,189.5969409099532,0,1,0.0634872807811147,4.07270739479448e-07,810.4030590900468,0,324.0497091824218,0.5158664912013997,0.6003356571935984,0.6921953870993092,0.5803108790168664,0.5971771036277934,2380962598.078408,0.0634872807176274,0.0,1.3240497091810977,0.5789125033248415,0.06348728078111476,4.07270739479448e-07,810.4030590900468,324.0497091824218,1
1e-06,1000.0,1.0,1000.0,1,0,1428.2194989335592,804.6795553832457,6.540781512289915e-07,0.6842098905364605,1,1,195.32044461675437,3.4592184877100845e-07,0.3157901094635394,0,428.2194989335592,0.5486754617447144,0.5855444270696566,0.5782979282661733,0.6054484211673016,0.5794915595619614,2713573.087433071,0.195320444616559,0.6842098905364605,1.428219498932131,0.5753187394082765,195.32044461675434,3.4592184877100845e-07,0.31579010946353947,428.2194989335592,1
0.0,1000.0,1.0,1000.0,0,1,1223.336417292006,910.0098098383068,0.0,0.2956556940268512,4,0,89.99019016169325,0.0,0.7043443059731488,0,223.336417292006,0.5224823772911951,0.5,0.6691502558106708,0.5556031762741929,0.5618089523440146,1223336417292.006,0.0899901901616032,0.0,1.2233364172907826,0.5595039549608701,89.99019016169325,0.0,0.7043443059731488,223.336417292006,1
1e-05,1000.0,1.0,1000.0,0,0,1252.3122390876842,785.9477074902171,4.849025195095743e-06,0.1559516490897696,2,1,214.0522925097829,5.150974804904258e-06,0.8440483509102303,1,252.31223908768425,0.5533096814402815,0.625988622020706,0.6993171596540957,0.5627455396701628,0.6103402506963116,328597.6240479739,0.2140522925095688,0.0,1.252312239086432,0.5926098286100512,214.0522925097829,5.150974804904258e-06,0.8440483509102303,252.31223908768425,0
0.0,1000.0,1.0,1000.0,0,1,1120.5636365293656,765.9086102205376,0.0,0.7533028133272331,4,0,234.0913897794624,0.0,0.2466971866727668,0,120.56363652936555,0.5582570554765367,0.5,0.5613633996591268,0.5301044524640616,0.5374312268999313,1120563636529.3655,0.2340913897792282,0.0,1.120563636528245,0.5446068378616585,234.09138977946236,0.0,0.24669718667276685,120.56363652936557,1
1e-05,1000.0,1.0,1000.0,0,0,1442.726074944412,520.5870811937291,3.675592587571197e-06,0.7310137143559605,2,1,479.4129188062709,6.324407412428804e-06,0.2689862856440395,1,442.726074944412,0.6176092345144395,0.6530283582638814,0.5668440225969829,0.6089084077880534,0.6115975057908393,753985.3377464195,0.4794129188057915,0.0,1.4427260749429691,0.6083878564879767,479.4129188062709,6.324407412428804e-06,0.2689862856440395,442.72607494441195,0
1e-06,1000.0,1.0,1000.0,1,0,1486.9376395298866,522.1481436858863,8.534244691781314e-07,0.7926690202186915,1,1,477.85185631411366,1.4657553082186854e-07,0.2073309797813085,0,486.9376395298866,0.6172404937774995,0.5365420058548568,0.5516478654635485,0.6193847535990349,0.5812037796737349,3336821.318096151,0.4778518563136358,0.7926690202186915,1.4869376395283995,0.5966953972689056,477.85185631411366,1.4657553082186852e-07,0.20733097978130854,486.9376395298866,1
0.0,1000.0,1.0,1000.0,0,1,7432.286529480073,2713.9161698705475,0.0005217500736146,2597.6848009315945,4,0,-1713.9161698705475,-0.0005217500736146,-2596.6848009315945,0,6432.286529480073,0.152656460188511,4.53978687024344e-05,4.53978687024344e-05,0.9983938158478356,0.2877852679434379,5248.841956604117,-1.7139161698688337,0.0,7.432286529472641,0.3605943481903658,-1713.9161698705475,-0.0005217500736146,-2596.6848009315945,6432.286529480073,3
1e-05,1000.0,1.0,1000.0,0,0,3477.462411051511,1911.7010639482955,0.000451994577682,2101.243217232937,2,1,-911.7010639482957,-0.0004419945776819,-2100.243217232937,0,2477.462411051511,0.2866518731097132,4.53978687024344e-05,4.53978687024344e-05,0.9225466705035864,0.3023223348376761,4024.475029114184,-0.9117010639473838,0.0,3.477462411048033,0.3914383697555719,-911.7010639482955,-0.00044199457768199997,-2100.243217232937,2477.462411051511,2
1e-07,0.1,1.0,1000.0,0,0,1316.438545646061,0.0737980873772781,3.6874919149117e-08,0.7882497566274771,0,1,0.0262019126227218,6.3125080850883e-08,0.2117502433725229,0,316.4385456460607,0.5651325721712916,0.6513550464538032,0.5527406417659698,0.5784560540744195,0.586921078616371,353757846551.9415,0.2620191236070277,0.0,1.3164385456447445,0.5752734780894168,0.02620191262272191,6.3125080850883e-08,0.2117502433725229,316.4385456460609,1
1e-07,0.1,1.0,1000.0,0,0,1046.1651489664282,0.0556281606702339,4.034113340574092e-08,0.7502444502826473,0,1,0.044371839329766,5.965886659425908e-08,0.2497555497173527,0,46.165148966428205,0.6091446908360354,0.6435215778673278,0.5621163323640239,0.5115392379255577,0.5815804597482361,322482095239.30145,0.4437183888604762,0.0,1.046165148965382,0.5738950719716189,0.044371839329766107,5.965886659425908e-08,0.2497555497173527,46.165148966428205,1
0.0,1000.0,1.0,1000.0,0,1,11.165495238089534,2320.395601496415,0.0006870287578937,1471.484910818705,4,0,-1320.395601496415,-0.0006870287578937,-1470.484910818705,0,-988.8345047619104,0.2107524832276938,4.53978687024344e-05,4.53978687024344e-05,0.2711423462388008,0.1204964063009748,7.003917801945006,-1.3203956014950948,0.0,0.0111654952380783,0.1656573165233285,-1320.395601496415,-0.0006870287578937,-1470.484910818705,-988.8345047619105,2
1e-07,0.1,1.0,1000.0,0,0,1051.9223891750898,0.0831998968039833,6.163423580925238e-08,0.4165097799958291,0,1,0.0168001031960166,3.8365764190747636e-08,0.5834902200041708,0,51.92238917508985,0.5419017497750853,0.5938391073943745,0.6418701097468333,0.512977681843073,0.5726471621898416,171659416142.0297,0.1680010302801565,0.0,1.051922389174038,0.5584119371517602,0.0168001031960167,3.8365764190747616e-08,0.583490220004171,51.92238917508985,1
1e-05,1000.0,1.0,1000.0,0,0,1431.39501403574,853.9195126306961,6.573957968811202e-06,0.1701944201315577,2,1,146.0804873693039,3.426042031188799e-06,0.8298055798684423,0,431.3950140357401,0.5364553166747326,0.5848146581902701,0.6963138189646112,0.6062067356558347,0.6059476323713622,254985.5455284787,0.1460804873691578,0.0,1.4313950140343088,0.5941883769785927,146.0804873693039,3.426042031188799e-06,0.8298055798684423,431.3950140357399,0
1e-05,1000.0,1.0,1000.0,0,0,1099.9221079368351,602.0662477598978,5.021151351153658e-06,0.532421865193096,2,1,397.9337522401022,4.978848648846343e-06,0.467578134806904,0,99.92210793683536,0.5981911208104397,0.6219504325710795,0.6148103733213471,0.5249597630268567,0.5899779224324307,363843.142626994,0.3979337522397043,0.0,1.0999221079357355,0.5819214951536102,397.9337522401022,4.9788486488463426e-06,0.467578134806904,99.92210793683512,1
0.0,1000.0,1.0,1000.0,0,1,1092.6017121597033,710.7362981705883,0.0,0.437578338022529,4,0,289.26370182941173,0.0,0.562421661977471,1,92.60171215970333,0.5718158654005651,0.5,0.637012680637678,0.523133899154636,0.5579906112982198,1092601712159.7032,0.2892637018291225,0.0,1.092601712158611,0.5630690520341525,289.26370182941173,0.0,0.562421661977471,92.60171215970331,1
1e-06,1000.0,1.0,1000.0,1,0,1148.0055099551385,612.3881557717282,4.143119828163767e-07,0.1894930558904226,1,1,387.6118442282718,5.856880171836232e-07,0.8105069441095774,0,148.00550995513845,0.5957076674647452,0.642240739665363,0.6922175203240655,0.5369339802460685,0.6167749769250606,4524681.190280983,0.3876118442278842,0.1894930558904226,1.1480055099539903,0.602030839091068,387.6118442282718,5.856880171836232e-07,0.8105069441095774,148.00550995513845,0
