Packet Loss Budget;Latency Budget (μs);Jitter Budget (μs);Data Rate Budget (Gbps);Required Mobility;Required Connectivity;Slice Available Transfer Rate (Gbps);Slice Latency (μs);Slice Packet Loss;Slice Jitter (μs);Slice Type;Slice Handover;Latency_Gap;Packet_Loss_Gap;Jitter_Gap;Rate_Gap;SLA_Respected
1e-05;1000.0;1.0;1000.0;0;0;3832.628887974545;2884.953583261182;0.0004960278156689;1873.873783687147;2;1;-1884.9535832611818;-0.0004860278156688999;-1872.873783687147;2832.628887974545;0
1e-06;1000.0;1.0;1000.0;1;0;2148.392360896582;3770.8748918077576;0.0005764349808863;2577.2378213726083;1;1;-2770.8748918077576;-0.0005754349808863;-2576.2378213726083;1148.392360896582;0
1e-07;0.1;1.0;1000.0;0;0;5731.424310899447;2096.590254117288;0.0008356567052589;2758.8825306620897;0;1;-2096.4902541172883;-0.0008355567052589001;-2757.8825306620897;4731.424310899447;0
1e-05;1000.0;1.0;1000.0;0;0;3060.7338134797465;2020.608559282202;0.0007241603998791;1932.028572215214;2;1;-1020.6085592822019;-0.0007141603998791;-1931.028572215214;2060.7338134797465;0
1e-05;1000.0;1.0;1000.0;0;1;1386.193682462185;747.1503561662743;8.932687892742912e-06;0.5735392811891481;3;1;252.84964383372574;1.0673121072570888e-06;0.4264607188108519;386.19368246218505;1
1e-05;1000.0;1.0;1000.0;0;0;1352.244437657932;944.9190310180942;2.9183322756740675e-06;0.45138682845265077;2;1;55.08096898190581;7.081667724325934e-06;0.5486131715473492;352.24443765793194;1
1e-07;0.1;1.0;1000.0;0;0;1330.1395110922435;0.07571511996918884;7.324469377338913e-08;0.14386490598062096;0;1;0.024284880030811168;2.675530622661087e-08;0.856135094019379;330.13951109224354;1
1e-09;1000.0;1.0;1000.0;1;0;2614.6404164905566;2203.932432935249;0.0005319381894009;3111.020908787864;1;1;-1203.932432935249;-0.0005319371894009;-3110.020908787864;1614.6404164905566;0
1e-05;1000.0;1.0;1000.0;0;0;5518.020875954908;2182.304631621586;0.000535643050488;2541.149091649157;2;1;-1182.304631621586;-0.000525643050488;-2540.149091649157;4518.020875954908;0
0.0;1000.0;1.0;1000.0;0;1;1283.009144123603;903.590099384541;0.0;0.685136880959556;4;0;96.40990061545904;0.0;0.31486311904044395;283.00914412360294;1
1e-06;1.0;1000.0;1000.0;0;0;3939.201290168592;2111.3369883175847;0.000423195561748;2294.9201417765703;0;1;-2110.3369883175847;-0.000422195561748;-1294.9201417765703;2939.201290168592;0
0.0;1000.0;1.0;1000.0;0;1;5856.369951115048;2064.185400220124;0.0002170986429763;2088.566656585254;4;0;-1064.185400220124;-0.0002170986429763;-2087.566656585254;4856.369951115048;0
1e-09;1000.0;1.0;1000.0;1;0;3095.2245369434004;599.1238842231818;0.000470759242222;1492.2539422940088;1;1;400.8761157768182;-0.000470758242222;-1491.2539422940088;2095.2245369434004;0
0.0;1000.0;1.0;1000.0;0;1;5643.197312569444;1519.3046157609965;0.0004940126287734;1645.2887911726068;4;0;-519.3046157609965;-0.0004940126287734;-1644.2887911726068;4643.197312569444;0
1e-05;1000.0;1.0;1000.0;0;1;5219.263723655875;2570.572612185155;0.0004878417653969;2167.987229179676;3;1;-1570.5726121851549;-0.00047784176539689995;-2166.987229179676;4219.263723655875;0
0.0;1000.0;1.0;1000.0;0;1;6102.301401883116;2726.9662521191863;0.0003330870143093;1661.3339768373412;4;0;-1726.9662521191863;-0.0003330870143093;-1660.3339768373412;5102.301401883116;0
1e-06;1.0;1000.0;1000.0;0;0;5998.976953800027;1718.091085699444;0.0004866941425054;1097.6342190961432;0;1;-1717.091085699444;-0.00048569414250539995;-97.63421909614317;4998.976953800027;0
1e-05;1000.0;1.0;1000.0;0;1;2744.9195646830044;1362.3175446661485;0.0005270276522962;1865.9378316580892;3;1;-362.3175446661485;-0.0005170276522962;-1864.9378316580892;1744.9195646830044;0
1e-09;1000.0;1.0;1000.0;1;0;5228.065975700197;2477.97736532668;0.0005769327789265;928.074685126499;1;1;-1477.9773653266798;-0.0005769317789264999;-927.074685126499;4228.065975700197;0
1e-06;1.0;1000.0;1000.0;0;0;7421.780588182407;2181.890828423454;0.0005447461508544;3268.339575816185;0;1;-2180.890828423454;-0.0005437461508543999;-2268.339575816185;6421.780588182407;0
1e-05;1000.0;1.0;1000.0;0;0;1473.5319698845317;827.0984744757286;8.22018309257666e-06;0.1788332741660079;2;1;172.9015255242714;1.7798169074233402e-06;0.8211667258339921;473.5319698845317;1
0.0;1000.0;1.0;1000.0;0;1;1076.6581112016208;818.8071509056838;0.0;0.11114705416077886;4;0;181.19284909431622;0.0;0.8888529458392211;76.65811120162084;1
1e-09;1000.0;1.0;1000.0;1;0;1106.1315695458252;929.7117697767247;5.484774356115615e-10;0.26015559807388977;1;1;70.28823022327526;4.5152256438843855e-10;0.7398444019261102;106.13156954582519;1
1e-05;1000.0;1.0;1000.0;0;0;2526.354905112078;2773.973382998885;0.0004292529260263;3642.3390977700087;2;1;-1773.973382998885;-0.00041925292602629997;-3641.3390977700087;1526.354905112078;0
1e-09;1000.0;1.0;1000.0;1;0;3882.779997932728;998.646477185308;0.0003578290658946;1871.603676857672;1;1;1.3535228146920417;-0.0003578280658946;-1870.603676857672;2882.779997932728;0
1e-05;1000.0;1.0;1000.0;0;1;1123.3770373805828;566.413635358695;7.174580201252125e-06;0.5056677526780717;3;1;433.58636464130495;2.825419798747876e-06;0.49433224732192826;123.3770373805828;1
1e-05;1000.0;1.0;1000.0;0;0;3523.772494496568;1306.06990833466;0.0005644787125436;2430.1932190626158;2;1;-306.0699083346601;-0.0005544787125435999;-2429.1932190626158;2523.772494496568;0
0.0;1000.0;1.0;1000.0;0;1;1393.7412521291542;753.1214681071938;0.0;0.42948471302054414;4;0;246.87853189280622;0.0;0.5705152869794559;393.7412521291542;1
1e-06;1.0;1000.0;1000.0;0;0;6765.150626882492;2204.0535400072927;0.000655344295865;1907.0939101498816;0;1;-2203.0535400072927;-0.000654344295865;-907.0939101498816;5765.150626882492;0
1e-06;1000.0;1.0;1000.0;1;0;2692.458761301393;2452.282974353549;0.000358659914766;2127.751094343272;1;1;-1452.282974353549;-0.00035765991476599995;-2126.751094343272;1692.4587613013932;0
0.0;1000.0;1.0;1000.0;0;1;1291.2080664903979;892.817307893115;0.0;0.25386093668619925;4;0;107.18269210688504;0.0;0.7461390633138008;291.20806649039787;1
1e-05;1000.0;1.0;1000.0;0;0;6283.433063588063;1148.259367577231;0.0003821708834119;3347.964247672224;2;1;-148.25936757723093;-0.00037217088341189996;-3346.964247672224;5283.433063588063;0
0.0;1000.0;1.0;1000.0;0;1;6218.143894678422;666.3402583649936;0.0004621491458816;1107.1771877244596;4;0;333.6597416350064;-0.0004621491458816;-1106.1771877244596;5218.143894678422;0
1e-05;1000.0;1.0;1000.0;0;0;8697.530318832514;2564.248457093166;0.0006983081976165;3288.778911095925;2;1;-1564.248457093166;-0.0006883081976165;-3287.778911095925;7697.530318832514;0
1e-06;1000.0;1.0;1000.0;1;0;1192.5596945797993;662.0523929798292;1.459199515153558e-07;0.34517611154538674;1;1;337.94760702017084;8.540800484846441e-07;0.6548238884546133;192.55969457979927;1
0.0;1000.0;1.0;1000.0;0;1;7432.286529480073;2713.9161698705475;0.0005217500736146;2597.6848009315945;4;0;-1713.9161698705475;-0.0005217500736146;-2596.6848009315945;6432.286529480073;0
1e-05;1000.0;1.0;1000.0;0;0;3477.462411051511;1911.7010639482955;0.000451994577682;2101.243217232937;2;1;-911.7010639482955;-0.00044199457768199997;-2100.243217232937;2477.462411051511;0
1e-07;0.1;1.0;1000.0;0;0;5834.28483393771;2445.4371351810846;0.0002674867709984;2014.877554235222;0;1;-2445.3371351810847;-0.0002673867709984;-2013.877554235222;4834.28483393771;0
1e-07;0.1;1.0;1000.0;0;0;6487.5886788588805;1573.6367663595036;0.0002699588531915;2129.952618192558;0;1;-1573.5367663595036;-0.00026985885319149997;-2128.952618192558;5487.5886788588805;0
0.0;1000.0;1.0;1000.0;0;1;11.165495238089534;2320.395601496415;0.0006870287578937;1471.484910818705;4;0;-1320.395601496415;-0.0006870287578937;-1470.484910818705;-988.8345047619105;0
1e-07;0.1;1.0;1000.0;0;0;1233.719532481622;0.07495005443856223;1.302041518161352e-08;0.5317298129081703;0;1;0.025049945561437775;8.697958481838648e-08;0.46827018709182966;233.71953248162208;1
1e-05;1000.0;1.0;1000.0;0;0;1315.7707568709545;811.8569094549457;8.16781634974748e-06;0.8497486559124305;2;1;188.1430905450543;1.8321836502525206e-06;0.15025134408756946;315.77075687095453;1
1e-05;1000.0;1.0;1000.0;0;0;6826.786942163992;2154.66527860312;0.0003266980113682;2256.075903205493;2;1;-1154.66527860312;-0.00031669801136819997;-2255.075903205493;5826.786942163992;0
0.0;1000.0;1.0;1000.0;0;1;1499.0505976686125;831.89149813032;0.0;0.10921403952127005;4;0;168.10850186968003;0.0;0.8907859604787299;499.05059766861245;1
1e-06;1000.0;1.0;1000.0;1;0;6608.967942962567;2607.741323399938;0.0008762534738541;1076.945687668189;1;1;-1607.7413233999382;-0.0008752534738540999;-1075.945687668189;5608.967942962567;0
1e-06;1.0;1000.0;1000.0;0;0;1412.2220855470969;0.5888052215088798;5.77453168902077e-07;705.2988167579501;0;1;0.4111947784911202;4.2254683109792297e-07;294.70118324204986;412.22208554709687;1
1e-09;1000.0;1.0;1000.0;1;0;7065.31205550306;2618.0770511513606;0.0005083975858583;2492.277115516252;1;1;-1618.0770511513606;-0.0005083965858583;-2491.277115516252;6065.31205550306;0
1e-06;1000.0;1.0;1000.0;1;0;1203.105176169894;787.1083687926135;3.2068288294684864e-07;0.5454423839253424;1;1;212.89163120738647;6.793171170531513e-07;0.4545576160746576;203.1051761698941;1
1e-05;1000.0;1.0;1000.0;0;1;5137.849471922473;2711.9731398308013;0.000481776440976;2060.977426173168;3;1;-1711.9731398308013;-0.000471776440976;-2059.977426173168;4137.849471922473;0
1e-05;1000.0;1.0;1000.0;0;0;1478.492535246675;780.7220882606172;8.596498334279829e-06;0.4054827370352788;2;1;219.27791173938283;1.4035016657201718e-06;0.5945172629647212;478.49253524667506;1
1e-05;1000.0;1.0;1000.0;0;1;5747.226693440492;377.6413901765966;0.0005073058611053;2824.327355249798;3;1;622.3586098234034;-0.0004973058611053;-2823.327355249798;4747.226693440492;0
1e-06;1000.0;1.0;1000.0;1;0;1044.6195080698226;655.8388414182803;6.219744883141066e-07;0.1677713678187062;1;1;344.16115858171975;3.780255116858933e-07;0.8322286321812938;44.61950806982259;1
1e-09;1000.0;1.0;1000.0;1;0;9147.876380615307;2728.7131577663213;0.0004916003863411;2188.1832013213384;1;1;-1728.7131577663213;-0.0004915993863411;-2187.1832013213384;8147.876380615307;0
1e-09;1000.0;1.0;1000.0;1;0;3105.0829907379925;1161.1246863989136;0.000703506195909;1024.0445119798312;1;1;-161.12468639891358;-0.000703505195909;-1023.0445119798312;2105.0829907379925;0
1e-05;1000.0;1.0;1000.0;0;0;1344.2183121473436;563.4276515978105;6.550262898802996e-06;0.8785157422122255;2;1;436.5723484021895;3.4497371011970046e-06;0.1214842577877745;344.21831214734357;1
1e-09;1000.0;1.0;1000.0;1;0;5527.744541210089;2516.4830008630724;0.0003643966978357;3549.809571595634;1;1;-1516.4830008630724;-0.0003643956978357;-3548.809571595634;4527.744541210089;0
1e-06;1.0;1000.0;1000.0;0;0;4228.592292979316;2075.741306214759;0.0005900459676407;2551.8473632419045;0;1;-2074.741306214759;-0.0005890459676406999;-1551.8473632419045;3228.592292979316;0
1e-09;1000.0;1.0;1000.0;1;0;1102.0859257121472;850.5180693307035;1.9054703711755164e-10;0.36036457867716876;1;1;149.4819306692965;8.094529628824485e-10;0.6396354213228312;102.08592571214717;1
1e-06;1000.0;1.0;1000.0;1;0;6293.403373857402;2959.1889200316687;0.0004765559553434;920.66994636251;1;1;-1959.1889200316687;-0.0004755559553434;-919.66994636251;5293.403373857402;0
1e-05;1000.0;1.0;1000.0;0;0;6071.906734222717;2201.694105613031;0.0009158368267854;2662.00559046807;2;1;-1201.6941056130308;-0.0009058368267853999;-2661.00559046807;5071.906734222717;0
1e-06;1000.0;1.0;1000.0;1;0;1304.0013004087232;574.3697365776297;1.3468288937698513e-07;0.6411507348452594;1;1;425.63026342237026;8.653171106230148e-07;0.3588492651547406;304.0013004087232;1
1e-06;1000.0;1.0;1000.0;1;0;5246.6928836898405;1321.6101488448303;0.0005510675356544;2074.2515061822705;1;1;-321.6101488448303;-0.0005500675356544;-2073.2515061822705;4246.6928836898405;0
0.0;1000.0;1.0;1000.0;0;1;4627.420420866389;2694.89214954547;0.0003028774415673;2360.23750615123;4;0;-1694.8921495454701;-0.0003028774415673;-2359.23750615123;3627.4204208663887;0
1e-05;1000.0;1.0;1000.0;0;0;7341.137311939622;2023.8671058931063;0.0003991658808144;2119.9622142463386;2;1;-1023.8671058931063;-0.00038916588081439995;-2118.9622142463386;6341.137311939622;0
1e-06;1000.0;1.0;1000.0;1;0;7772.537496182231;1520.1782646274962;0.0003607517378539;2116.073490794989;1;1;-520.1782646274962;-0.0003597517378539;-2115.073490794989;6772.537496182231;0
0.0;1000.0;1.0;1000.0;0;1;6698.353537013516;2301.657239427105;0.0003283736518724;1412.2433297528576;4;0;-1301.6572394271052;-0.0003283736518724;-1411.2433297528576;5698.353537013516;0
0.0;1000.0;1.0;1000.0;0;1;3085.063916321387;1594.8659888608302;0.0006381343393888;2407.9268785666227;4;0;-594.8659888608302;-0.0006381343393888;-2406.9268785666227;2085.063916321387;0
1e-05;1000.0;1.0;1000.0;0;0;1070.0220342809455;570.9875936100633;5.574763971633602e-06;0.44524350489107867;2;1;429.0124063899367;4.425236028366399e-06;0.5547564951089213;70.02203428094549;1
1e-05;1000.0;1.0;1000.0;0;1;1319.3013524403923;658.0575566471008;3.19636792381398e-06;0.14611252476576048;3;1;341.9424433528992;6.8036320761860206e-06;0.8538874752342396;319.3013524403923;1
1e-06;1.0;1000.0;1000.0;0;0;1433.3616786617984;0.5832503632818212;6.462447855924168e-07;335.23974233676824;0;1;0.4167496367181788;3.537552144075831e-07;664.7602576632318;433.36167866179835;1
1e-09;1000.0;1.0;1000.0;1;0;1332.2789954109328;516.932665694205;1.4512299779009718e-10;0.460190467659331;1;1;483.06733430579504;8.548770022099029e-10;0.539809532340669;332.2789954109328;1
1e-06;1.0;1000.0;1000.0;0;0;1217.0637603415562;0.8205161671972535;4.599351764683281e-07;509.7179640759973;0;1;0.1794838328027465;5.400648235316719e-07;490.2820359240027;217.0637603415562;1
1e-09;1000.0;1.0;1000.0;1;0;6807.21626794962;3233.450617600536;0.0006652246588894;2787.42795505728;1;1;-2233.450617600536;-0.0006652236588894;-2786.42795505728;5807.21626794962;0
1e-06;1000.0;1.0;1000.0;1;0;4170.09898227556;3210.6921082356826;0.0005182263118669;1716.3770394615992;1;1;-2210.6921082356826;-0.0005172263118669;-1715.3770394615992;3170.09898227556;0
1e-05;1000.0;1.0;1000.0;0;0;6939.144263308113;2848.69761070416;0.0006536831460987;1832.7531635199016;2;1;-1848.69761070416;-0.0006436831460987;-1831.7531635199016;5939.144263308113;0
1e-05;1000.0;1.0;1000.0;0;0;1367.3067295222002;588.5624585990178;2.2280200415501156e-06;0.6472085843239518;2;1;411.43754140098224;7.771979958449884e-06;0.3527914156760482;367.30672952220016;1
1e-06;1.0;1000.0;1000.0;0;0;3637.5709770973535;2060.716740733088;0.0005254578988856;688.0344374057853;0;1;-2059.716740733088;-0.0005244578988855999;311.9655625942147;2637.5709770973535;0
1e-06;1.0;1000.0;1000.0;0;0;4368.292714164643;2291.524086835649;0.000525298779524;1018.922112601298;0;1;-2290.524086835649;-0.000524298779524;-18.922112601297954;3368.2927141646433;0
1e-06;1000.0;1.0;1000.0;1;0;5080.278499126903;1238.9364856813422;0.0004120221525209;2480.875064869828;1;1;-238.93648568134222;-0.00041102215252089997;-2479.875064869828;4080.2784991269027;0
1e-05;1000.0;1.0;1000.0;0;1;973.3820830625708;1636.6764197460757;0.0006381038685437;2259.807783021972;3;1;-636.6764197460757;-0.0006281038685436999;-2258.807783021972;-26.617916937429186;0
0.0;1000.0;1.0;1000.0;0;1;5765.91939275733;1609.163862530075;0.000471908014593;1759.0063340572808;4;0;-609.163862530075;-0.000471908014593;-1758.0063340572808;4765.91939275733;0
1e-06;1000.0;1.0;1000.0;1;0;1028.8020635795494;672.2119313613124;6.919869714471139e-07;0.5470091818599777;1;1;327.7880686386876;3.0801302855288603e-07;0.4529908181400223;28.80206357954944;1
1e-07;0.1;1.0;1000.0;0;0;6085.84073503426;2164.711161793948;0.0003425680194777;2473.781334825337;0;1;-2164.611161793948;-0.0003424680194777;-2472.781334825337;5085.84073503426;0
0.0;1000.0;1.0;1000.0;0;1;1022.3948106463256;556.3481980999245;0.0;0.873315557224855;4;0;443.6518019000755;0.0;0.126684442775145;22.394810646325595;1
1e-05;1000.0;1.0;1000.0;0;0;3193.028961397724;938.2678363371864;0.0003424509687296;3254.155468960668;2;1;61.732163662813605;-0.0003324509687296;-3253.155468960668;2193.028961397724;0
0.0;1000.0;1.0;1000.0;0;1;1979.098444124269;2237.081677303322;0.0009532863808852;2614.61977991566;4;0;-1237.081677303322;-0.0009532863808852;-2613.61977991566;979.098444124269;0
1e-05;1000.0;1.0;1000.0;0;1;2262.401129411924;1291.1907780256738;0.0005812519420731;1733.719732449645;3;1;-291.1907780256738;-0.0005712519420731;-1732.719732449645;1262.401129411924;0
0.0;1000.0;1.0;1000.0;0;1;4782.45534830104;1163.1792402335318;0.0004177143244917;2254.5873296642094;4;0;-163.1792402335318;-0.0004177143244917;-2253.5873296642094;3782.4553483010404;0
1e-05;1000.0;1.0;1000.0;0;0;8511.66554574904;3397.650954284345;0.0005306787341163;2919.9264035400147;2;1;-2397.650954284345;-0.0005206787341163;-2918.9264035400147;7511.66554574904;0
1e-05;1000.0;1.0;1000.0;0;1;472.49719451276087;3539.7892190955445;0.0006226345627193;1301.7103301701677;3;1;-2539.7892190955445;-0.0006126345627193;-1300.7103301701677;-527.5028054872391;0
1e-06;1.0;1000.0;1000.0;0;0;6167.413112410232;1700.6392804942336;0.0005362986441045;2856.010201713954;0;1;-1699.6392804942336;-0.0005352986441045;-1856.0102017139538;5167.413112410232;0
1e-06;1.0;1000.0;1000.0;0;0;3871.0872652588287;784.3878521993512;0.0003399508696977;1990.373587188912;0;1;-783.3878521993512;-0.00033895086969769995;-990.3735871889121;2871.0872652588287;0
1e-09;1000.0;1.0;1000.0;1;0;1101.529109623708;839.4565227079678;7.783553440208894e-10;0.6934287050844539;1;1;160.5434772920322;2.2164465597911066e-10;0.30657129491554613;101.52910962370811;1
0.0;1000.0;1.0;1000.0;0;1;3437.8248055744034;2224.0681789903115;0.0004600620386302;2584.4866809918017;4;0;-1224.0681789903115;-0.0004600620386302;-2583.4866809918017;2437.8248055744034;0
1e-06;1.0;1000.0;1000.0;0;0;2721.663253987074;2513.345067794017;0.000424230364603;2111.02179128014;0;1;-2512.345067794017;-0.000423230364603;-1111.02179128014;1721.6632539870739;0
1e-05;1000.0;1.0;1000.0;0;0;5209.874458247423;1576.831611551074;0.0003618950000917;2728.858768758208;2;1;-576.831611551074;-0.0003518950000917;-2727.858768758208;4209.874458247423;0
0.0;1000.0;1.0;1000.0;0;1;5438.462010201703;1307.802011802842;0.0006459199296886;1717.2876412012151;4;0;-307.8020118028419;-0.0006459199296886;-1716.2876412012151;4438.462010201703;0
0.0;1000.0;1.0;1000.0;0;1;6114.288707855698;1840.380379263892;0.0005785093784751;1984.442572026695;4;0;-840.3803792638921;-0.0005785093784751;-1983.442572026695;5114.288707855698;0
1e-05;1000.0;1.0;1000.0;0;1;1402.908970098884;896.8199558359396;1.1725786287778723e-06;0.8958778479287036;3;1;103.1800441640604;8.827421371222129e-06;0.10412215207129638;402.9089700988841;1
1e-06;1.0;1000.0;1000.0;0;0;6456.974893741233;1512.3679101430475;0.0001912698524344;1539.4261745540389;0;1;-1511.3679101430475;-0.0001902698524344;-539.4261745540389;5456.974893741233;0
1e-06;1.0;1000.0;1000.0;0;0;6486.697289166264;2864.433680861684;0.0004335334989952;2127.3760329120405;0;1;-2863.433680861684;-0.00043253349899519995;-1127.3760329120405;5486.697289166264;0
0.0;1000.0;1.0;1000.0;0;1;1078.1416198049424;895.1465806817708;0.0;0.16904956283488143;4;0;104.85341931822916;0.0;0.8309504371651186;78.14161980494237;1
1e-06;1.0;1000.0;1000.0;0;0;4298.96746515541;2272.839334041932;0.0005655165702898;1141.969531606543;0;1;-2271.839334041932;-0.0005645165702898;-141.9695316065429;3298.9674651554096;0
0.0;1000.0;1.0;1000.0;0;1;1044.465693107694;515.2768801646096;0.0;0.8771021468094803;4;0;484.72311983539043;0.0;0.12289785319051971;44.46569310769405;1
1e-07;0.1;1.0;1000.0;0;0;1262.86188291352;0.0616144162978318;5.2456710798464275e-08;0.8583492884576863;0;1;0.038385583702168206;4.754328920153572e-08;0.14165071154231368;262.86188291352005;1
1e-05;1000.0;1.0;1000.0;0;0;1079.9620035806508;924.0574069654244;2.1710002744537483e-06;0.831042203662819;2;1;75.94259303457557;7.828999725546252e-06;0.168957796337181;79.96200358065084;1
1e-09;1000.0;1.0;1000.0;1;0;1449.8024734510095;921.8952001672361;3.973475625664004e-10;0.2614331691192116;1;1;78.10479983276389;6.026524374335997e-10;0.7385668308807884;449.8024734510095;1
1e-05;1000.0;1.0;1000.0;0;1;5180.522712722768;2318.070972872463;0.0007859542588424;1297.8913025943737;3;1;-1318.0709728724628;-0.0007759542588424;-1296.8913025943737;4180.522712722768;0
1e-07;0.1;1.0;1000.0;0;0;2103.586378715594;2162.760306554157;0.0002386515985432;2446.1590017295675;0;1;-2162.660306554157;-0.0002385515985432;-2445.1590017295675;1103.586378715594;0
0.0;1000.0;1.0;1000.0;0;1;1076.9839721956248;605.747040777503;0.0;0.7600819992397927;4;0;394.252959222497;0.0;0.2399180007602073;76.9839721956248;1
1e-06;1.0;1000.0;1000.0;0;0;1087.6574419084432;0.5778653121470735;4.2769663820840915e-07;730.6770128832294;0;1;0.4221346878529265;5.723033617915909e-07;269.3229871167706;87.65744190844316;1
1e-09;1000.0;1.0;1000.0;1;0;5854.5249512313885;1802.4592117043524;0.0007352660940505;1809.4520767080887;1;1;-802.4592117043524;-0.0007352650940505;-1808.4520767080887;4854.5249512313885;0
1e-06;1.0;1000.0;1000.0;0;0;6314.410087930515;1664.894596647045;0.0003634780878536;2224.446497120327;0;1;-1663.894596647045;-0.0003624780878536;-1224.446497120327;5314.410087930515;0
1e-05;1000.0;1.0;1000.0;0;0;3983.980091999262;2840.0753211497668;0.000665699667334;2280.394622808533;2;1;-1840.0753211497668;-0.000655699667334;-2279.394622808533;2983.980091999262;0
1e-05;1000.0;1.0;1000.0;0;0;5052.47530606245;2090.3723234336567;0.0007314800178133;1726.5910866508707;2;1;-1090.3723234336567;-0.0007214800178133;-1725.5910866508707;4052.47530606245;0
1e-09;1000.0;1.0;1000.0;1;0;1461.7100514685856;820.9300497173745;8.107281513342096e-10;0.15356407146601053;1;1;179.06995028262554;1.8927184866579043e-10;0.8464359285339895;461.71005146858556;1
1e-09;1000.0;1.0;1000.0;1;0;5613.878209266879;1032.556204328335;0.0002507345382496;1073.2357976532292;1;1;-32.55620432833507;-0.0002507335382496;-1072.2357976532292;4613.878209266879;0
0.0;1000.0;1.0;1000.0;0;1;6316.7980664355855;772.0198358959025;0.0005798609880332;2205.4344544421406;4;0;227.98016410409753;-0.0005798609880332;-2204.4344544421406;5316.7980664355855;0
1e-09;1000.0;1.0;1000.0;1;0;6098.742125409711;1881.4586730372307;0.0006292690498451;2276.4142192090176;1;1;-881.4586730372307;-0.0006292680498450999;-2275.4142192090176;5098.742125409711;0
0.0;1000.0;1.0;1000.0;0;1;4367.412802970986;1147.8391779875913;0.0004882491125115;1180.368431919061;4;0;-147.83917798759126;-0.0004882491125115;-1179.368431919061;3367.4128029709864;0
1e-06;1.0;1000.0;1000.0;0;0;7664.103494935314;2026.5866704513123;0.0005042641272175;1929.1862243572043;0;1;-2025.5866704513123;-0.0005032641272175;-929.1862243572043;6664.103494935314;0
1e-07;0.1;1.0;1000.0;0;0;6253.687128955315;1437.9305733628194;0.00074664026823;1650.862290624217;0;1;-1437.8305733628195;-0.00074654026823;-1649.862290624217;5253.687128955315;0
